b'--g-a85VwrdZJNf0R95GcQ'	9.634615384615385	1.0
b'-050d_XIor1NpCuWkbIVaQ'	4.04776119402985	1.0
b'-0WegMt6Cy966qlDKhu6jA'	4.6055363321799305	1.0
b'-0aIra_B6iALlfqAriBSYA'	4.916666666666667	1.0
b'-0tgMGl7D9B10YjSN2ujLA'	7.882352941176471	1.0
b'-1UMR00eXtwaeh59pEiDjA'	6.666666666666667	1.0
b'-2isRNVb6PDuBagELL5EBw'	4.087719298245614	1.0
b'-8JaNeG3etLgOVyg2gOIiA'	4.584415584415584	1.0
b'-9eNGMp8XiygI8t8QFuFWw'	4.222222222222222	1.0
b'-A9sm-E6uQxWTJ_MuyOzFw'	4.365079365079365	1.0
b'-Bdw-5H5C4AYSMGnAvmnzw'	7.472972972972973	1.0
b'-Bo1rsE6Mfn0wdqnIj3GSA'	5.0	1.0
b'-BxWyEIQ6wypT-37MzZizQ'	11.252307692307692	1.0
b'-DrDzpZaMrNnH55ZVyTXRQ'	4.190476190476191	1.0
b'-Du1WSRseqUXbCt_K-D-ww'	4.0	1.0
b'-FWhwGTP9YsV_5ONgdQ4hg'	4.1044303797468356	1.0
b'-FveSBaantlFExq__ESLcw'	4.1	1.0
b'-H1-IzxW6CXmjhmF5F6iMA'	3.111111111111111	1.0
b'-HO8ejDGgvj_Guw3R6lH1g'	3.875	1.0
b'-HfeXGN4O83x8P4rZc-_kQ'	3.32	1.0
b'-Ht7HiGBox8lS1Y8IPjO8g'	5.205882352941177	1.0
b'-ITj6Pu8Gdw8MmLf0XBEKQ'	4.571428571428571	1.0
b'-Iu6EwsbZQZY8HTBN853Iw'	3.0434782608695654	1.0
b'-J-d5x84RuyLNiUzOhO_6A'	4.166666666666667	1.0
b'-JwSuDqyFILFJmVpjrVbwA'	6.786885245901639	1.0
b'-K3kqmykKlhlB4arCsLHOw'	4.166666666666667	1.0
b'-KIdCJnkt5N8rnnmWR5MQg'	4.673076923076923	1.0
b'-LVpf-mKjrWT51JgCY3gRQ'	4.0886075949367084	1.0
b'-Ma5JqzuI_3xIAtpNJfQ2g'	4.045454545454546	1.0
b'-OmQXmGomWfJNi449Uh99g'	2.657142857142857	1.0
b'-OuTv9a9_MabQjyiZx2Stw'	2.88	1.0
b'-PJgh1XoQBMnnSgg6MhmMA'	4.0588235294117645	1.0
b'-QIQLK8RR6rl7v19cAQQHg'	4.212765957446808	1.0
b'-RYIKWBSTaJ21B2UMyzI-Q'	4.859375	1.0
b'-TVXOYL6kvKP1uW6ND9PIg'	2.8333333333333335	1.0
b'-TWZ4-AM76pUxPIt47mInw'	4.428571428571429	1.0
b'-UXH_mn5SLip3MMiaGM69g'	3.176470588235294	1.0
b'-WjQWbAIGyJE4vYJYUZjSQ'	2.75	1.0
b'-X9QS8l7u5R3CswmfZtn-Q'	3.3797468354430378	1.0
b'-Y9woV5m-KaTzu9VpirYyg'	4.241758241758242	1.0
b'-YGePLsJ2pYccR3oaeCSAw'	4.0588235294117645	1.0
b'-YR7K3rw6VAQ1-MjslvsoQ'	4.125	1.0
b'-YVwkl4DBH1gnxxsJtxELg'	3.260869565217391	1.0
b'-ZBfr1BHvArFp1d6XH8jOQ'	4.421052631578948	1.0
b'-_hk47bgWLbX0SfvBUkoPQ'	4.175	1.0
b'-bMZCfTK7fxFaURynKpBMA'	3.9545454545454546	1.0
b'-d1xHUrLRbfJNqd5A_uP6A'	4.641666666666667	1.0
b'-dgUbX_lFqklJuf29A7piQ'	4.111111111111111	1.0
b'-e_UQJVTzIPweX4TcPUYVw'	5.5	1.0
b'-exE739XC1NqZTJKjs83bg'	4.4	1.0
b'-hn7E7b3VwRjwhNEDgmGIQ'	3.845360824742268	1.0
b'-hq09PjRpGcx4XXhrqh5xw'	3.5625	1.0
b'-i_WVm2yfuY0lS0zpEl9ZA'	4.221153846153846	1.0
b'-jKBFjNTbiafSdunQy6dlQ'	3.75	1.0
b'-jKhfsXol4FxbRjK8aUsLA'	3.2698412698412698	1.0
b'-jghjupgk9DVw5M-dCr3mw'	3.25	1.0
b'-kHQWsdlHfASvHCj59dzGA'	3.347826086956522	1.0
b'-kIscN8I29eXMPkvyyxmRQ'	4.625	1.0
b'-ktGd4cMY0V91Ihq4VQPJQ'	3.8828828828828827	1.0
b'-lrxtiCaTdCJ9h7uMndsUQ'	3.435483870967742	1.0
b'-mjUxlW8Lyyq0t3GWvD3EA'	4.1033333333333335	1.0
b'-o0xWAEO-C2oqlyt9TO8qg'	4.224806201550388	1.0
b'-oOKqZbYDt08zaWWyLZNIw'	2.5	1.0
b'-ot4Xd6GxSUOqwUj7okZuA'	4.0	1.0
b'-ouvCdkuZJgHixwyAhB8Nw'	2.857142857142857	1.0
b'-qbYIpY84C9xBWc9g5rl5g'	5.125	1.0
b'-rCIoxp7pqN3xY7E3-v56Q'	3.8620689655172415	1.0
b'-raUM9T-1dKPiB5_vRmFYA'	4.518518518518518	1.0
b'-rhH9sL3XGFpoJXcxUpEWA'	5.456692913385827	1.0
b'-u0rjFgBL33tgSl-zTn85g'	3.823529411764706	1.0
b'-uYAkAplo7a4WM7c6lDrWQ'	2.625	1.0
b'-voRkfS42YKYsrJ9DV0FxQ'	3.107142857142857	1.0
b'-wcyWzSRk0KtYNzrMrLXHQ'	7.813953488372093	1.0
b'-weah7G6XZrdmE_0scCyig'	4.125	1.0
b'-xSlD0TO9FA-q4VpTirWUQ'	4.510416666666667	1.0
b'-yQHIYKXH3HAdhh1W52OMQ'	5.91588785046729	1.0
b'-zRDLAmg2h9uKpNY0OYdVQ'	3.2	1.0
b'-zhywnaBiGRNcr6kbDagBQ'	2.3	1.0
b'0-CXwwVL-u0tc0FOuSExWQ'	3.2027027027027026	1.0
b'01Gav7vnilRwSVm3WwkAtA'	4.734375	1.0
b'01cFftHZc98jNJfJrLEJ5g'	6.0	1.0
b'01xXe2m_z048W5gcBFpoJA'	3.7285714285714286	1.0
