b'GDOAg680Gmi6S1MlhU7B1g',41.447893,-81.564678,b'Cleveland',2.0,,5
b'Svs-B-a5-13D2dGTKxLsyw',41.4050396,-81.7683865,b'Cleveland',3.0,,4
b'VGRn5KgYKMkqdIKtBUzQQA',41.497811999999996,-81.691629,b'Cleveland',3.0,2.0,100
b'lK-wuiq8b1TuU7bfbQZgsg',41.48934281,-81.7110287,b'Cleveland',3.0,4.0,4
b'oHeiAs-mnDJU1_4BD8_5Dg',41.48346970000001,-81.5911498,b'Cleveland',3.5,2.0,49
b'tpG_KqvR1v2GrlLKNAChBw',41.4223755,-81.5801048,b'Cleveland',3.0,,4
b'kyphxFtMIC6w7ktg-fwxWA',41.509763,-81.603852,b'Cleveland',2.0,2.0,41
b'rwKSKNRKXVERaltnjVltEA',41.4688917,-81.6527921,b'Cleveland',3.5,1.0,18
b'Y8L-n2BUbCr31by8eYBazg',41.502577,-81.556349,b'Cleveland',4.0,2.0,4
b'HIvLwkEYuGRtI17H2x7RuQ',41.500625799999995,-81.7043299,b'Cleveland',4.0,2.0,114
b'mYeUwj1BlhJTaHd1Uo6PUA',41.483162,-81.71012900000001,b'Cleveland',4.0,1.0,3
b'y4giWpQy1TYYX7sZOk9NNg',41.3692706,-81.8045915,b'Cleveland',2.0,1.0,5
b'_wpUUDnJwrn7eSYAjnv7WA',41.4831317,-81.7678484,b'Cleveland',4.0,2.0,60
b'Ub-RrbQWAV_JuVyYixynfg',41.4106123,-81.83865899999999,b'Cleveland',2.5,1.0,11
b'CvP516pjOdcJJkaMjl8rPw',41.410601,-81.600866,b'Cleveland',3.5,1.0,10
b'Ur4eYOFq4qVLHkZJNmcqfQ',41.477068,-81.689789,b'Cleveland',4.0,2.0,182
b'TXcVQfX4J0NqKRqgDBgWOA',41.5210662,-81.5303694,b'Cleveland',4.0,1.0,6
b'JYVCQhZU4g-vXrISzUJFUA',41.4601128,-81.7114099,b'Cleveland',2.5,2.0,4
b'2alo9GzeOsbg4jeKYFQmxQ',41.3592446,-81.8144522,b'Cleveland',4.0,2.0,61
b'g9i9xFh9HtPWNLMB3ru3ug',41.482953,-81.702793,b'Cleveland',4.5,1.0,62
b'j4170xdQJTwSvXFpsQzWtg',41.4842063,-81.7306185,b'Cleveland',3.5,1.0,64
b'CF2abR1isMzLfRPzjTvIkg',41.4606693,-81.7720292,b'Cleveland',4.5,,3
b'Tm2dKN_-DCdZfF2xMWrX7w',41.516469,-81.66491309999999,b'Cleveland',4.0,2.0,187
b'RadvHxEGJLdp9IvNWzv30g',41.509125700000006,-81.6089873,b'Cleveland',4.0,1.0,10
b'lJU19A8gxyNT1gU8y4pv1w',41.45071929,-81.81398696,b'Cleveland',4.5,2.0,47
b'QAN6zr-IzPD04G9clSGtBw',41.4173311,-81.74520849999999,b'Cleveland',3.0,1.0,4
b'dUV3Wdu2dB7HMdwS6Hg3JA',41.589992200000005,-81.54951390000001,b'Cleveland',5.0,1.0,4
b'sYMAijY2oRrd71KRHKoIDA',41.51577879999999,-81.56863349999999,b'Cleveland',3.5,2.0,7
b'XriJk1yVLlBd2rIhk0s_eA',41.57957779,-81.54175918,b'Cleveland',3.0,2.0,9
b'1zKjojtmAHuVOHhtGVxC2Q',41.489558200000005,-81.7108939,b'Cleveland',4.5,1.0,55
b'uSRgegdEFHHasT5BbRkcFA',41.49958897,-81.68715715,b'Cleveland',4.0,2.0,124
b'ris62LHWvRJt5j9FhHU03Q',41.4812468,-81.7687603,b'Cleveland',2.0,1.0,6
b'dxD8j20MkodieZLc7fZRsA',41.4186674,-81.8335777,b'Cleveland',4.0,1.0,5
b'S57rr30za_KzIUGkFqg3mw',41.496904799999996,-81.6936185,b'Cleveland',3.5,2.0,83
b'ddlnpDxGDDxGGoG_dVXwiw',41.4875683,-81.59601049999999,b'Cleveland',4.0,2.0,141
b'QG37umIGrDFzkdmBqFLAYQ',41.430361600000005,-81.7332512,b'Cleveland',4.0,1.0,25
b'uYl_QBtb7bXhu9sgb4kCrg',41.509333000000005,-81.60391700000001,b'Cleveland',3.5,1.0,61
b'CiGefVc9Uc-4H_aNgOMWhQ',41.5048384,-81.68950290000001,b'Cleveland',4.0,1.0,4
b'nJVDHjoTilGmhLjXAOwiyg',41.4106123,-81.83865899999999,b'Cleveland',3.0,2.0,14
b'VHchdLl_QVtStqx13vENbA',41.501222,-81.6767167,b'Cleveland',3.5,1.0,3
b'oxx6LBeBMr3xLkj3jq6rFw',41.500904,-81.690095,b'Cleveland',5.0,1.0,9
b'PBSnhhjJ9X2uMRgx4QhTcw',41.4335801,-81.8023272,b'Cleveland',4.0,2.0,8
