b'PfOCPjBrlQAnz__NXj9h_w',41.1195346,-81.4756898,b'Cuyahoga Falls'
b'o9eMRCWt5PkpLDE0gOPtcQ',48.7272,9.14795,b'Stuttgart'
b'XOSRcvtaKc_Q5H1SAzN20A',40.24154801,-80.21281511,b'Houston'
b'fNMVV_ZX7CJSDWQGdOM8Nw',35.2216474,-80.8393449,b'Charlotte'
b'l09JfMeQ6ynYs5MCJtrcmQ',43.7113993,-79.3993388,b'Toronto'
b'Gu-xs3NIQTj3Mj2xYoN2aw',43.8675648,-79.4126618,b'Richmond Hill'
b'1K4qrnfyzKzGgJPBEcJaNQ',43.6692562,-79.3359022,b'Toronto'
b'Dj0S-Oe4ytRJzMGUPgYUkw',41.343078,-82.06714,b'Elyria'
b'gAy4LYpsScrj8POnCW6btQ',35.0472868,-80.9905588,b'Fort Mill'
b'nbhBRhZtdaZmMMeb2i02pg',43.7818155,-79.4904331,b'Toronto'
b'1_3nOM7s9WqnJWTNu2-i8Q',45.50677221,-73.56672497,b'Montreal'
b'FXHfcFVEfI1vVngW2gVOpw',43.66158168,-79.40887846,b'Toronto'
b'tRVx2c89coruPRwYhGTcTw',41.4768463,-81.7869709,b'Lakewood'
b'BnuzcebyB1AfxH0kjNWqSg',40.04100253,-75.54249651,b'Frazer'
b'rDMptJYWtnMhpQu_rRXHng',33.6070702,-112.0643825,b'Phoenix'
b'1WBkAuQg81kokZIPMpn9Zg',33.60731,-112.063404,b'Phoenix'
b'-ooEO2YqDQVYNHnSF2BPfw',45.5328965,-73.6136037,b'Montr\xc3\xa9al'
b'Pd52CjgyEU3Rb8co6QfTPw',36.0669136,-115.1708484,b'Las Vegas'
b'4srfPk1s8nlm1YusyDUbjg',36.0646523,-115.1189541,b'Las Vegas'
b'n7V4cD-KqqE3OXk0irJTyA',36.06825852,-115.1788768,b'Las Vegas'
b'c_XbaJqhm-5ycSBOkVUBmg',45.4932164,-73.5803794,b'Montreal'
b'spDZkD6cp0JUUm6ghIWHzA',43.867918,-79.2836865,b'Markham'
b'EJFdWX908N8Yc2XG0Lky8A',40.472735,-79.9632647,b'Pittsburgh'
b'F31RycVVooeIOp9jsXmg6g',55.9624442,-3.1976623,b'Edinburgh'
b'iPa__LOhse-hobC2Xmp-Kw',33.5087649,-112.04624,b'Phoenix'
b'o1fTwfqN0sDFNpV1CkOPPg',40.4692949,-79.9612733,b'Pittsburgh'
b'-nHkhiuerqmfBG3v2v9O-g',40.3441937,-79.970963,b'Pittsburgh'
b'kKx8iCJkomVQBdWHnmmOiA',33.3948766,-111.6001938,b'Mesa'
b'B5EZlEDH6AVDk8tQGHAGqg',43.1233893,-89.3553901,b'Madison'
b'VXH7zXcZzXlmAVN8GSjGRQ',43.77487768,-79.49461873,b'Toronto'
b'YhV93k9uiMdr3FlV4FHjwA',33.4499672,-112.0702225,b'Phoenix'
b'aFBCmJUYrPeol_P75QX7Jw',43.86433338,-79.38241086,b'Richmond Hill'
b'F0fEKpTk7gAmuSFI0KW1eQ',36.1110572,-115.2416881,b'Las Vegas'
b'dTWfATVrBfKj7Vdn0qWVWg',43.7870613,-79.2761657,b'Toronto'
b'HAX1zec191t7QkT2sBZ76A',35.137223,-80.734594,b'Charlotte'
b'VdlPZg2NAu8t8GkdbPLecg',33.55521186,-111.9004563,b'Scottsdale'
b'c7X2SdKxVJMaOnFROO8WEg',35.236823,-80.801084,b'Charlotte'
b'1nhf9BPXOBFBkbRkpsFaxA',43.7074649,-79.3942852,b'Toronto'
b'QkG3KUXwqZBW18A9k1xqCA',33.4787353,-112.2213794,b'Phoenix'
b'sJ0MYSAIVK28cMzh-s-NPA',43.6540667,-79.3800815,b'Toronto'
b'gIVjdDWRnS1yDVpPF3oUeg',43.841217,-79.303936,b'Markham'
b'veXxt8rGY_RJPpA5QkHT9Q',41.5005856,-81.5922779,b'Cleveland Heights'
b'T5CdfrZWw-uW9Y5L_sddqQ',40.4428283,-80.1862933,b'Oakdale'
b'5XejqzaFmtkZMstJS5Iy-w',33.4803014,-112.0805864,b'Phoenix'
b'Wpt0sFHcPtV5MO9He7yMKQ',36.1300128,-115.10931,b'Las Vegas'
b'WUiDaFQRZ8wKYGLvmjFjAw',35.306173,-80.752672,b'Charlotte'
b'nAFI7JZEhmvUKMKSA_5Chg',48.77545255,9.180737025,b'Stuttgart'
b'5q6Xh-UcJa78bp6dzyaE7w',35.2026242,-80.8444191,b'Charlotte'
b'MTH-AcNyWfsBa9sXp04HcQ',33.3796209,-111.7571603,b'Mesa'
b'nigYwB_m1TQ1WosjSWi-Hw',33.3496582,-111.8212381,b'Gilbert'
b'W1Yr6c2XDx_RBjb6WsV-aQ',36.1707065,-115.1902885,b'Las Vegas'
b'SJAggfn8ta7XLD98XD2mkw',45.45726367,-73.75158357,b'Dorval'
b'KX_4sldJKgkEWaYVfSWjwQ',44.0737956,-79.43443391,b'Newmarket'
b'vzx1WdVivFsaN4QYrez2rw',36.1128952,-115.0623534,b'Las Vegas'
b'-McKyjNSqS1h9dDJH3dyUA',48.7787468,9.1835106,b'Stuttgart'
b'JmKgz6n7zn24F-WkgT-kiA',43.6491517,-79.37749475,b'Toronto'
b'zV_aclADLjx2KOql9F_FTw',40.109986,-88.233777,b'Champaign'
b'yh-NN-dCaxxleNcI-_bsUA',41.1416311,-81.3566025,b'Kent'
